"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y"
133, 2.545700073240000e-01, 5.951657836311273e-02, 8.549382629224724e-01, 3.357030959096444e+02, 7.534083837833982e+00, 2.078839090410232e+05, 5.677661082050425e+04, 2.313476303052196e+02, 1.288096983331898e+00, -9.813803967849155e-01, 3.926635529939858e+02, 8.812430282486009e+00
134, 2.684499919410000e-01, 5.977765596976551e-02, 8.496618899295127e-01, 3.349336467525612e+02, 5.022980048620582e+00, 2.067421395827999e+05, 5.628499026978468e+04, 2.307686457646889e+02, 1.294566086427298e+00, -9.922105699969888e-01, 3.941963864948057e+02, 5.911739843995220e+00
135, 2.825500071050000e-01, 5.994005483718394e-02, 8.447555733249401e-01, 3.341778166605700e+02, 2.639218783921481e+00, 2.056782161047593e+05, 5.583008092626849e+04, 2.302329811367188e+02, 1.300551282001291e+00, -1.002232012304190e+00, 3.955911357237374e+02, 3.124239563798995e+00
136, 2.968699932100000e-01, 6.000550062925582e-02, 8.400768534350490e-01, 3.334243390826756e+02, 3.767157394984747e-01, 2.046621475970266e+05, 5.539777299712558e+04, 2.297225523261411e+02, 1.306254789293854e+00, -1.011755555912605e+00, 3.968974239908093e+02, 4.484300906019436e-01
137, 3.113999962810000e-01, 5.997565198183213e-02, 8.355763996863166e-01, 3.326833990766583e+02, -1.771202502763541e+00, 2.036849659648547e+05, 5.498176347944144e+04, 2.292254560466164e+02, 1.311809742514054e+00, -1.020920053059430e+00, 3.981483909808258e+02, -2.119737349485298e+00
138, 3.261100053790000e-01, 5.985254444802346e-02, 8.311254777273412e-01, 3.319059177496293e+02, -3.812379112497326e+00, 2.027152657233335e+05, 5.457360596916742e+04, 2.287422562732486e+02, 1.317209948866122e+00, -1.029911574116892e+00, 3.993451369788405e+02, -4.587007876261993e+00
139, 3.409900069240000e-01, 5.963847719943702e-02, 8.267666464408797e-01, 3.311427315325222e+02, -5.748377455981817e+00, 2.017670471588110e+05, 5.417247499215727e+04, 2.282580354724712e+02, 1.322622242602511e+00, -1.038748303898407e+00, 4.005274438174877e+02, -6.952841507005413e+00
140, 3.560400009160000e-01, 5.933561549045978e-02, 8.225147809944083e-01, 3.303788765776378e+02, -7.591566422252778e+00, 2.008413606374886e+05, 5.378192505717024e+04, 2.277838752837914e+02, 1.327922873398458e+00, -1.047351938221021e+00, 4.016692273641752e+02, -9.229702125321912e+00
141, 3.712300062180000e-01, 5.894684318665333e-02, 8.185878909040548e-01, 3.296562502890288e+02, -9.336888066382043e+00, 1.999859593860541e+05, 5.342169142855029e+04, 2.273435638738288e+02, 1.332845919160462e+00, -1.055287718344650e+00, 4.027133237030343e+02, -1.140609111145086e+01
142, 3.865399956700000e-01, 5.847520956655861e-02, 8.150852633148719e-01, 3.289789604063837e+02, -1.099186620805717e+01, 1.992207378205983e+05, 5.310261571792576e+04, 2.269568097490658e+02, 1.337170876240399e+00, -1.062316808582580e+00, 4.036129411399963e+02, -1.348554157801152e+01
143, 4.019699990750000e-01, 5.792324246601335e-02, 8.118689420314703e-01, 3.283449163962673e+02, -1.255452679469488e+01, 1.985179168255032e+05, 5.280977035828160e+04, 2.265993691460171e+02, 1.341168694461999e+00, -1.068768056327729e+00, 4.044309363216652e+02, -1.546373576415026e+01
144, 4.174999892710000e-01, 5.729416860686566e-02, 8.086769117724718e-01, 3.276969840267466e+02, -1.403746571143989e+01, 1.978189629703557e+05, 5.252057756428794e+04, 2.262480239343883e+02, 1.345099015075649e+00, -1.075138839741991e+00, 4.052260912315337e+02, -1.735855878545158e+01
145, 4.331099987030000e-01, 5.659141825851464e-02, 8.054449447966432e-01, 3.270406196493259e+02, -1.544718496799199e+01, 1.971117240520470e+05, 5.222730674032546e+04, 2.258874568260340e+02, 1.349133247123725e+00, -1.081599460269169e+00, 4.060372118070669e+02, -1.917844921342458e+01
146, 4.487800002100000e-01, 5.581859897363720e-02, 8.022264027136816e-01, 3.263644757316021e+02, -1.679139589482818e+01, 1.964053646136732e+05, 5.193731234849044e+04, 2.255344380567290e+02, 1.353083812981628e+00, -1.087987902512899e+00, 4.068234037518746e+02, -2.093099384167378e+01
147, 4.645099937920000e-01, 5.497835513414191e-02, 7.992984194397400e-01, 3.257745343434405e+02, -1.806671878215442e+01, 1.957667814789698e+05, 5.166948900521882e+04, 2.251933479675924e+02, 1.356901676665875e+00, -1.093887926817462e+00, 4.075756018281492e+02, -2.260322095321808e+01
148, 4.802699983120000e-01, 5.407492053959814e-02, 7.965957566337430e-01, 3.251593443212602e+02, -1.928459299224717e+01, 1.951700673406500e+05, 5.142954842498388e+04, 2.249080849730977e+02, 1.360095290412991e+00, -1.099173706756373e+00, 4.081861365861647e+02, -2.420875686526384e+01
149, 4.960500001910000e-01, 5.311153541819326e-02, 7.945008561863499e-01, 3.247355745291188e+02, -2.043319278956150e+01, 1.947156982132494e+05, 5.123540587012993e+04, 2.246498622563034e+02, 1.362986697222548e+00, -1.103450577391307e+00, 4.087290428960245e+02, -2.571827661412727e+01
150, 5.118399858470000e-01, 5.209138375948307e-02, 7.925599381024757e-01, 3.242535121296387e+02, -2.153358324286808e+01, 1.942850752945181e+05, 5.106518496206608e+04, 2.244518237421422e+02, 1.365204547848772e+00, -1.107200465218311e+00, 4.091217541299869e+02, -2.716965898430745e+01
151, 5.276100039480000e-01, 5.101897737545535e-02, 7.908739032330722e-01, 3.239055003198304e+02, -2.258308769561758e+01, 1.939204592219340e+05, 5.090786058130125e+04, 2.242373468012029e+02, 1.367606844170171e+00, -1.110666248517384e+00, 4.095539111806738e+02, -2.855459966917419e+01
152, 5.433599948880000e-01, 4.989683951066199e-02, 7.898257563779204e-01, 3.236906274718833e+02, -2.363252916939202e+01, 1.936975691412771e+05, 5.080627916799919e+04, 2.240868870043772e+02, 1.369292325647490e+00, -1.112904040040904e+00, 4.098253631994776e+02, -2.992119334999781e+01
153, 5.590599775310000e-01, 4.872955796694115e-02, 7.910463767463902e-01, 3.237979928195810e+02, -2.457848190895336e+01, 1.939588640511763e+05, 5.092284783416479e+04, 2.242544568462176e+02, 1.367415185755395e+00, -1.110336086272849e+00, 4.093287098430017e+02, -3.107084822263617e+01
154, 5.747100114820000e-01, 4.751950934859488e-02, 7.914062707544883e-01, 3.232686961272956e+02, -2.547440583850183e+01, 1.939760551526347e+05, 5.101706798630791e+04, 2.245672153563733e+02, 1.363912230138166e+00, -1.108260459925894e+00, 4.084737612946975e+02, -3.218878442069428e+01
155, 5.902799963950000e-01, 4.627132533375768e-02, 7.900697304340970e-01, 3.249056078801497e+02, -2.606093576683958e+01, 1.939099420029024e+05, 5.066943260779243e+04, 2.234142978537978e+02, 1.376829168022196e+00, -1.115918706430148e+00, 4.112366230024192e+02, -3.298561476658601e+01
156, 6.057599782940000e-01, 4.498807223669178e-02, 7.873670737090609e-01, 3.194876895899462e+02, -2.665231904703836e+01, 1.927504849484106e+05, 5.099223662576880e+04, 2.256093827540207e+02, 1.352245051768943e+00, -1.108807483306704e+00, 4.057671450305017e+02, -3.384992837138454e+01
157, 6.211299896240000e-01, 4.367359094194759e-02, 8.796722656675452e-01, 3.236131650703464e+02, -3.011365350970141e+01, 2.116668815713443e+05, 6.065046455007026e+04, 2.401837256900455e+02, 1.189205367310134e+00, -8.960411919285919e-01, 3.678792405996458e+02, -3.423280997366611e+01
158, 6.363800168040000e-01, 4.233084266562091e-02, 1.147968515458038e+00, 3.199297649416624e+02, -2.726760569084218e+01, 2.666677714534955e+05, 8.870519143341747e+04, 2.691841012256521e+02, 8.503991354545867e-01, -2.780085423183561e-01, 2.786921075217911e+02, -2.375292120268859e+01
159, 6.514999866490000e-01, 4.096270419333766e-02, 1.288818120122209e+00, 3.178615249546124e+02, -2.896513252939283e+01, 2.962745524548613e+05, 1.027007744829308e+05, 2.775955057120061e+02, 7.414586966004690e-01, 3.030767515532600e-02, 2.466302420736232e+02, -2.247418163755044e+01
160, 6.664699912070000e-01, 3.957289370556494e-02, 1.286153552874329e+00, 3.195933128203567e+02, -2.990548517289427e+01, 2.958375267112782e+05, 1.023129387611934e+05, 2.771201355313557e+02, 7.478509388591098e-01, 2.176383369447186e-02, 2.484876802665757e+02, -2.325187774512672e+01
161, 6.812700033190000e-01, 3.816515293304169e-02, 1.272526309486764e+00, 3.205306006177701e+02, -3.087400594324367e+01, 2.930208012858495e+05, 1.009111218784714e+05, 2.762502054152621e+02, 7.594653189416535e-01, -9.117543475922352e-03, 2.518852445157275e+02, -2.426197848569102e+01
162, 6.958900094030001e-01, 3.674225211597043e-02, 1.272708984424463e+00, 3.202326160209416e+02, -3.152071152319856e+01, 2.930426206121755e+05, 1.009458527263805e+05, 2.763056186860242e+02, 7.587286361887388e-01, -8.352438969800329e-03, 2.516149567104339e+02, -2.476662922078189e+01
163, 7.103199958800001e-01, 3.530689307158652e-02, 1.274917433908125e+00, 3.198907982270029e+02, -3.212763008190599e+01, 2.934906295662723e+05, 1.011815065173726e+05, 2.764709003271458e+02, 7.565288238083873e-01, -3.161095013996530e-03, 2.509109921310052e+02, -2.519977312054015e+01
164, 7.245299816130000e-01, 3.386376679305321e-02, 1.275496260028642e+00, 3.196024256502429e+02, -3.277341258852873e+01, 2.935974029815051e+05, 1.012539185093881e+05, 2.765432071132334e+02, 7.555652736261302e-01, -1.565892341914907e-03, 2.505710409868751e+02, -2.569463636670544e+01
165, 7.385200262070000e-01, 3.241453277608040e-02, 1.276580542442787e+00, 3.192636412483056e+02, -3.339178042065527e+01, 2.938076971942862e+05, 1.013792821963693e+05, 2.766504217182920e+02, 7.541352098004537e-01, 1.195811664405164e-03, 2.500928305215919e+02, -2.615720615383876e+01
166, 7.522799968720000e-01, 3.096181144522562e-02, 1.278547136088947e+00, 3.187846220052533e+02, -3.396848250411188e+01, 2.941950023631618e+05, 1.016007691984464e+05, 2.768283712192260e+02, 7.517581106576409e-01, 6.075067816748614e-03, 2.493334919042639e+02, -2.656803300034825e+01
167, 7.657799720760000e-01, 2.951033727360171e-02, 1.281040291779902e+00, 3.182544629263520e+02, -3.452179840410970e+01, 2.946905006810341e+05, 1.018770691919680e+05, 2.770409695295187e+02, 7.489122963341890e-01, 1.216182880335480e-02, 2.484343895882956e+02, -2.694825340438313e+01
168, 7.790099978450000e-01, 2.806276676215449e-02, 1.283816768500627e+00, 3.176417979864121e+02, -3.505222390676441e+01, 2.952404725384077e+05, 1.021866024241048e+05, 2.772817338626116e+02, 7.456816429735650e-01, 1.898070265642669e-02, 2.474198855942557e+02, -2.730313606021987e+01
169, 7.919700145720000e-01, 2.662062628442961e-02, 1.286927190495362e+00, 3.169709415436570e+02, -3.556294881748153e+01, 2.958575246344022e+05, 1.025324337989481e+05, 2.775477012772151e+02, 7.421030183696595e-01, 2.659920779466894e-02, 2.463006018403024e+02, -2.763400220318035e+01
170, 8.046399950980000e-01, 2.518763605296113e-02, 1.290316512081413e+00, 3.162408774479482e+02, -3.605258324217183e+01, 2.965300045858166e+05, 1.029091753760243e+05, 2.778357893353850e+02, 7.382149749712410e-01, 3.489865038296809e-02, 2.450878327037908e+02, -2.794088342248315e+01
171, 8.170099854470000e-01, 2.376642068849115e-02, 1.293944750187426e+00, 3.154396857907954e+02, -3.651939354206497e+01, 2.972486917478954e+05, 1.033136703559012e+05, 2.781457337968482e+02, 7.340180283704673e-01, 4.380948759078864e-02, 2.437814178272329e+02, -2.822330206662626e+01
172, 8.290500044819999e-01, 2.236196298315981e-02, 1.297793082604483e+00, 3.145728979313942e+02, -3.696772267955037e+01, 2.980101350498822e+05, 1.037435430991003e+05, 2.784748421615596e+02, 7.295454734868461e-01, 5.327938517985625e-02, 2.423906415806222e+02, -2.848506682233310e+01
173, 8.407700061800000e-01, 2.097463226217677e-02, 1.301867046558032e+00, 3.136580677716786e+02, -3.739493527944673e+01, 2.988168287916780e+05, 1.041980134380284e+05, 2.788195040277936e+02, 7.248433906237806e-01, 6.329115641915094e-02, 2.409294164108002e+02, -2.872408160135408e+01
174, 8.521599769590000e-01, 1.960709133914372e-02, 1.306121388623503e+00, 3.126647947323925e+02, -3.779946042500368e+01, 2.996571652879229e+05, 1.046746800954910e+05, 2.791826634683248e+02, 7.198684119114972e-01, 7.379190228338321e-02, 2.393841778074733e+02, -2.894023538259322e+01
175, 8.631799817090000e-01, 1.826569132102762e-02, 1.310579072473752e+00, 3.116153473364824e+02, -3.818327213279965e+01, 3.005377103902344e+05, 1.051740860146591e+05, 2.795605351176209e+02, 7.146689927454924e-01, 8.479358355933622e-02, 2.377692074300412e+02, -2.913465729368602e+01
176, 8.738499879840000e-01, 1.694956337677533e-02, 1.315198135985981e+00, 3.104894852911989e+02, -3.854359593670170e+01, 3.014482665853910e+05, 1.056934386290684e+05, 2.799543293925332e+02, 7.092250269346237e-01, 9.623468130019218e-02, 2.360781062531163e+02, -2.930630365272396e+01
177, 8.841500282290000e-01, 1.566269158090452e-02, 1.320010266811433e+00, 3.093025080833167e+02, -3.888127355803665e+01, 3.023967700639801e+05, 1.062346111933956e+05, 2.803619480736688e+02, 7.035618794727310e-01, 1.081564624395417e-01, 2.343182593802518e+02, -2.945528117137816e+01
178, 8.940600156780000e-01, 1.440916392228702e-02, 1.324981642795729e+00, 3.080384594463865e+02, -3.919415315179128e+01, 3.033750735780758e+05, 1.067952807426472e+05, 2.807841222744158e+02, 6.976655989563816e-01, 1.205077531336393e-01, 2.324850771490096e+02, -2.958090277318188e+01
179, 9.035800099370001e-01, 1.319055953446835e-02, 1.330138288921688e+00, 3.067048593813534e+02, -3.948187111404329e+01, 3.043893850500062e+05, 1.073772958234004e+05, 2.812198762234019e+02, 6.915457435749036e-01, 1.333292760080795e-01, 2.305811823746475e+02, -2.968253108934284e+01
180, 9.126999974250000e-01, 1.200973104171110e-02, 1.335465705949762e+00, 3.052888958412238e+02, -3.974107733542360e+01, 3.054359079253199e+05, 1.079799645076288e+05, 2.816701244352876e+02, 6.851850734851753e-01, 1.466057882086637e-01, 2.286010748768028e+02, -2.975821629740793e+01
181, 9.214000105860000e-01, 1.087086069705918e-02, 1.340974796095012e+00, 3.037869509625270e+02, -3.997199467308401e+01, 3.065169254897657e+05, 1.086043784721170e+05, 2.821350643556116e+02, 6.785758956755295e-01, 1.603613388697307e-01, 2.265418797185229e+02, -2.980816253182723e+01
182, 9.296900033950000e-01, 9.774221272349531e-03, 1.346675344902035e+00, 3.021964476717820e+02, -4.017122728649858e+01, 3.076345389195602e+05, 1.092514658271880e+05, 2.826146747666984e+02, 6.717131677639471e-01, 1.746163738321712e-01, 2.244018566284553e+02, -2.982992704111686e+01
183, 9.375399947170000e-01, 8.725349486403867e-03, 1.352572500530116e+00, 3.005068893026951e+02, -4.033772391750797e+01, 3.087893928299863e+05, 1.099221756488287e+05, 2.831099333319029e+02, 6.645769494827330e-01, 1.893918008007448e-01, 2.221743301633864e+02, -2.982296616388277e+01
184, 9.449599981310000e-01, 7.724467125531491e-03, 1.358682664082183e+00, 2.987094049305662e+02, -4.046798477518634e+01, 3.099846595101841e+05, 1.106184128930077e+05, 2.836218818611731e+02, 6.571454249463516e-01, 2.047295850738357e-01, 2.198522236480807e+02, -2.978472151370479e+01
185, 9.519400000570000e-01, 6.774428848839826e-03, 1.365023353760500e+00, 2.967900455212450e+02, -4.055956743718369e+01, 3.112234863434276e+05, 1.113424532218252e+05, 2.841522175015589e+02, 6.493860478914980e-01, 2.206798584343434e-01, 2.174248848590163e+02, -2.971346045138805e+01
186, 9.584699869160000e-01, 5.878077433056352e-03, 1.371618301001025e+00, 2.947403864894199e+02, -4.060950555258052e+01, 3.125107480332011e+05, 1.120967684075812e+05, 2.847017697952180e+02, 6.412775305208891e-01, 2.372970728821070e-01, 2.148851369760191e+02, -2.960700183348615e+01
187, 9.645400047300000e-01, 5.038225493362627e-03, 1.378484020198858e+00, 2.925350398132057e+02, -4.061397825395889e+01, 3.138487874813495e+05, 1.128841278469501e+05, 2.852735399113492e+02, 6.327647259816889e-01, 2.546422369441972e-01, 2.122150387865977e+02, -2.946278495712992e+01
188, 9.701499938960000e-01, 4.256268552403566e-03, 1.385670559553947e+00, 2.901624263476152e+02, -4.056863705461268e+01, 3.152480755237559e+05, 1.137095539788063e+05, 2.858691638911108e+02, 6.238102191889243e-01, 2.728259926246491e-01, 2.094021730829149e+02, -2.927725986158780e+01
189, 9.752799868580000e-01, 3.536324145770189e-03, 1.393209958250749e+00, 2.875843020060267e+02, -4.046917221668030e+01, 3.167137328970454e+05, 1.145778443208650e+05, 2.864932686788603e+02, 6.143283661534563e-01, 2.919540270184569e-01, 2.064184944292994e+02, -2.904743249717477e+01
190, 9.799500107769999e-01, 2.876826092032643e-03, 1.401180597500403e+00, 2.847643873301279e+02, -4.030713827378737e+01, 3.182611109041020e+05, 1.154979118083235e+05, 2.871510196049210e+02, 6.042200084616534e-01, 3.122226879631377e-01, 2.032317517371604e+02, -2.876655467945543e+01
191, 9.841300249100000e-01, 2.283176811071472e-03, 1.409688336988569e+00, 2.816541096416232e+02, -4.007307958630747e+01, 3.199110006024744e+05, 1.164817360148755e+05, 2.878492308301869e+02, 5.933533514446664e-01, 3.338958799230607e-01, 1.997988507468989e+02, -2.842690723533482e+01
192, 9.878399968150000e-01, 1.753609743384430e-03, 1.418811100384253e+00, 2.781474482735885e+02, -3.975554351450228e+01, 3.216752751184115e+05, 1.175415664096864e+05, 2.886006080066234e+02, 5.814928966477406e-01, 3.572434530349291e-01, 1.960426220222400e+02, -2.802032173538493e+01
193, 9.910500049590000e-01, 1.293363843462116e-03, 1.428838460920650e+00, 2.741890054793310e+02, -3.933609645492411e+01, 3.236148169153493e+05, 1.187061627818167e+05, 2.894146292426911e+02, 5.684361899133953e-01, 3.828989721418148e-01, 1.918964340466182e+02, -2.753012151533106e+01
194, 9.937800168990000e-01, 9.004365425509819e-04, 1.439845036986166e+00, 2.694151561367941e+02, -3.874804426001292e+01, 3.257279081794856e+05, 1.200003423310542e+05, 2.903334511526453e+02, 5.534198758949060e-01, 4.114091486697293e-01, 1.871139943647857e+02, -2.691126007637530e+01
195, 9.960200190539999e-01, 5.769983605901485e-04, 1.452863296790983e+00, 2.637304843449889e+02, -3.795099299913507e+01, 3.282366110697393e+05, 1.215216607756455e+05, 2.913796981186804e+02, 5.359295729849800e-01, 4.449230899431971e-01, 1.815246382281832e+02, -2.612151678892257e+01
196, 9.977599978450000e-01, 3.251111630156300e-04, 1.468175899294864e+00, 2.563794493470288e+02, -3.688468194151628e+01, 3.311699287800040e+05, 1.233286167736988e+05, 2.926281591023296e+02, 5.144543233747096e-01, 4.847294943273672e-01, 1.746244775371690e+02, -2.512279486349781e+01
197, 9.990000128750000e-01, 1.452537504052920e-04, 1.489103034626752e+00, 2.464604886719802e+02, -3.511917858198132e+01, 3.352148905459851e+05, 1.257620017653378e+05, 2.942083796045571e+02, 4.861956973601575e-01, 5.383358395310748e-01, 1.655093589502732e+02, -2.358411591766318e+01
198, 9.997500181200000e-01, 3.632896519016437e-05, 1.518491064313916e+00, 2.296331284955546e+02, -3.167892865392662e+01, 3.408227588096426e+05, 1.292516923376944e+05, 2.965202399279090e+02, 4.422217300810817e-01, 6.152121078234470e-01, 1.512245504054430e+02, -2.086211068238309e+01
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.512301337689611e+00, 1.975149064339601e+02, 3.990915064211124e+00, 3.380855219537406e+05, 1.300727948894355e+05, 2.996252994463441e+02, 3.764541520423499e-01, 6.333006170349007e-01, 1.306055225314484e+02, 2.638968150559311e+00
